text,author,id
"I couldn't endure it if-""  Foster said, ""I'm not mistaken.",IA,dummy
"Damn it, sir, if just theory had been enough, we could have had a time viewer over a hundred years ago, when the neutrino was first postulated.",IA,dummy
"The trouble was, the original investigators considered it only a mysterious particle without mass or charge that could not be detected.",IA,dummy
"""It was Sterbinski who first discovered that the neutrino broke through the space-time cross-sectional barrier, that it traveled through time as well as through space.",IA,dummy
"Naturally, the stream had been affected and deflected by all the matter it had passed through in its passage through time, and the deflections could be analyzed and converted into the images of the matter that had done the deflecting.",IA,dummy
"He said, ""Yes.",IA,dummy
"Foster said urgently, ""Let me finish.",IA,dummy
"But I've studied pseudo-gravities, Dr. Potterley, the science of artificial gravitational fields.",IA,dummy
"If he had, he would have seen-anyone would have-a much better and more efficient method of detecting neutrinos using a pseudo-gravitic field.",IA,dummy
"If I had known more neutrinics to begin with, I would have seen it at once.""",IA,dummy
"""I knew it,"" he said.",IA,dummy
"1 thought this long ago, Dr. Foster, before you ever came to work here.""",IA,dummy
"""1 congratulate you on that,"" said Foster, ""but there's one thing-""  ""Oh, never mind all this.",IA,dummy
"""I'm trying to tell you something, Dr. Potterley.",IA,dummy
"(This is it, Foster thought.)",IA,dummy
"Slowly, Potterley descended the stairs.",IA,dummy
"""Oh, no, you're wrong.",IA,dummy
"If you have the chronoscope, just focus it properly-""  ""No, Dr. Potterley.",IA,dummy
"There are random factors affecting the neutrino stream, as they affect all subatomic particles.",IA,dummy
"When the stream is recorded and interpreted, the random factor comes out as fuzziness, or 'noise' as the communications boys speak of it.",IA,dummy
"The further back in time you penetrate, the more pronounced the fuzziness, the greater the noise.",IA,dummy
"After a while, the noise drowns out the picture.",IA,dummy
"""More power,"" said Potterley in a dead kind of voice.",IA,dummy
"When the noise blurs out detail, magnifying detail magnifies the noise, too.",IA,dummy
"You can't see anything in a sun-bumed film by enlarging it, can you?",IA,dummy
"Get this through your head, now.",IA,dummy
"It works that way in chronoscopy, too.",IA,dummy
"demanded Foster, scornfully.",IA,dummy
"No historian, except one interested in contemporary history, could.",IA,dummy
"You don't know everything,"" said Potterley.",IA,dummy
"He pleaded, ""It's only theory, Dr. Foster.",IA,dummy
"Foster caught Potterley's shoulders in a sudden, fierce grip.",IA,dummy
"He flicked them on, one by one.",IA,dummy
"He turned a resistor, adjusted other knobs, put out the cellar lights.",IA,dummy
"Potterley was gibbering incoherently, but Foster only cried again, ""Look!""",IA,dummy
"The light sharpened and brightened, broke up into a light-and-dark pattern.",IA,dummy
"An old-fashioned ground car, unclear but recognizable as one of the kind that had once used gasoline-powered internal-combustion engines, sped by.",IA,dummy
"Foster said, ""Mid-twentieth century, somewhere.",IA,dummy
"Eventually, we can add sound.",IA,dummy
"Anyway, mid-twentieth is almost as far back as you can go.",IA,dummy
"Believe me, that's the best focusing that can be done.""",IA,dummy
"Potterley said, ""Build a larger machine, a stronger one.",IA,dummy
"""You can't lick the Uncertainty Principle, man, any more than you can live on the sun.",IA,dummy
"I-""  A new voice sounded, raised shrilly to make itself heard.",IA,dummy
"Dr. Potterley froze for a long moment, then said, without turning, ""What is it, Caroline?",IA,dummy
"Do you have a time viewer here, Dr. Foster?",IA,dummy
"""Yes, I do, Mrs. Potterley.",IA,dummy
"I can't get sound yet and the picture is darned blurry, but it works.""",IA,dummy
"""It's not at all wonderful,"" snapped Potterley.",IA,dummy
"""The young fool can't reach further back than-""  ""Now, look,"" began Foster in exasperation.",IA,dummy
"Arnold, don't you see that as long as we can use it for twenty years back, we can see Laurel once again?",IA,dummy
"Leave the machine here, Dr. Foster.",IA,dummy
"Though his voice stayed low and even, its calmness was somehow gone.",IA,dummy
"He said, ""You're a fool!""",IA,dummy
"Caroline said weakly, ""Arnold!""",IA,dummy
"""You're a fool, I say.",IA,dummy
"Will you live three years over and over again, watching a baby who'll never grow up no matter how you watch?""",IA,dummy
"His voice came near to cracking, but held.",IA,dummy
"He stopped closer to her, seized her shoulder and shook her roughly.",IA,dummy
"Yes, mad.",IA,dummy
"Do you want to be shut up, to undergo the psychic probe?""",IA,dummy
"""I want to see my child, Arnold.",IA,dummy
"She flew at him, screaming, fists beating.",IA,dummy
"The historian retreated at the fury of the assault, crying out.",IA,dummy
"Foster moved to step between, when Mrs. Potterley dropped, sobbing wildly, to the floor.",IA,dummy
"Potterley turned, eyes desperately seeking.",IA,dummy
"With a sudden heave, he snatched at a Lando-rod, tearing it from its support, and whirling away before Foster, numbed by all that was taking place, could move to stop him.",IA,dummy
"gasped Potterley, ""or I'll kill you.",IA,dummy
"He swung with force, and Foster jumped back.",IA,dummy
"Potterley turned with fury on every part of the structure in the cellar, and Foster, after the first crash of glass, watched dazedly.",IA,dummy
"Potterley spent his rage and then he was standing quietly amid shards and splinters, with a broken Lando-rod in his hand.",IA,dummy
"He said to Foster in a whisper, ""Now get out of here!",IA,dummy
"If any of this cost you anything, send me a bill and I'll pay for it.",IA,dummy
"Foster shrugged, picked up his shirt and moved up the basement stairs.",IA,dummy
"He could hear Mrs. Potterley sobbing loudly, and, as he turned at the head of the stairs for a last look, he saw Dr. Potterley bending over her, his face convulsed with sorrow.",IA,dummy
"Two days later, with the school day drawing to a close, and Foster looking wearily about to see if there were any data on his newly approved projects that he wished to take home, Dr. Potterley appeared once more.",IA,dummy
"He lifted his hand in a gesture that was too vague to be a greeting, too abortive to be a plea.",IA,dummy
"Potterley said, ""I waited till five, till you were .",IA,dummy
"Potterley said, ""I suppose I ought to apologize for my behavior.",IA,dummy
"Still, it was inexcusable.""",IA,dummy
"""I accept your apology,"" said Foster.",IA,dummy
"&pound;: ""My wife called you, I think.""",IA,dummy
".,,  ""Yes, she has.""",IA,dummy
"""Good,"" breathed Potterley, his chest expanding with a sigh of relief.",IA,dummy
"She's not-quite-""  ""Look, Dr. Potterfey,"" said Foster, ""I'm not getting into any domestic quarrels, but you'd better be prepared for something.",IA,dummy
"Chronoscopes can be built by anybody Given a few simple parts that can be bought through some etherics sales center, it can be built in the home workshop.",IA,dummy
"The video part, anyway.""",IA,dummy
"""But no one else will think of it beside you, will they?",IA,dummy
"""That doesn't matter any more, Dr. Potterley.",IA,dummy
"If I lose my grants, I lose them.",IA,dummy
"If the university is displeased, I'll resign.",IA,dummy
"""Till now,"" said Foster, ""you didn't mind my risking loss of grants and position.",IA,dummy
"When you first came to me, I believed in organized and directed research; the situation as it existed, in other words.",IA,dummy
"I considered you an intellectual anarchist, Dr. Potterley, and dangerous.",IA,dummy
"But, for one reason or another, I've been an anarchist myself for months now and I have achieved great things.",IA,dummy
"A scientist must be allowed to follow his curiosity, at least in his spare time.""",IA,dummy
"He said ingratiatingly, ""Let's discuss this, Foster.",IA,dummy
"""Even a damned fool like myself can leam, Foster.",IA,dummy
"And, understanding, I approve.",IA,dummy
"All she could see was the personal pleasure of returning neurotically to a personal past, a dead past.",IA,dummy
"The pure researcher, Foster, is in the minority.",IA,dummy
"The government officers would be subjected to blackmail and improper pressure, since who on Earth has a past that is absolutely clean?",IA,dummy
"Still, there's an important principle involved here.",IA,dummy
"If the chronoscope becomes the terror of a few politicians, it's a price that must be paid.",IA,dummy
"The public must realize that science must be free and there is no more dramatic way of doing it than to publish my discovery, one way or another, legally or illegally.""",IA,dummy
"Potterley's brow was damp with perspiration, but his voice remained even.",IA,dummy
"""Oh, not just a few politicians, Dr. Foster.",IA,dummy
"It would be my terror, too.",IA,dummy
"Foster said, ""Moral judgments can't stand in the way.",IA,dummy
"As for the chronoscope, your delvers into the dead past will get tired soon enough.",IA,dummy
"With me, it's a matter of important principle.""",IA,dummy
"Potterley said, ""Hang your principle.",IA,dummy
"She'll follow through each step, trying to prevent it.",IA,dummy
"She'll live it over and over again, hoping each time that it won't happen.",IA,dummy
"""What are you really afraid she'll find out, Dr. Potterley?",IA,dummy
"Potterley said after a while, ""It's a long time since I've had to think of it.",IA,dummy
"I awoke, choking, surrounded by fire.",IA,dummy
"""But you think it may have been the cigarette, is that it?""",IA,dummy
"""A cigarette which, for once, you forgot to stub out?""",IA,dummy
"I tried to save her, but she was dead in my arms when I got out.""",IA,dummy
"""You never told your wife about the cigarette, I suppose.""",IA,dummy
"""Only now, with a chronoscope, she'll find out.",IA,dummy
"He said, ""I can't take the chance.",IA,dummy
"But it's not just myself, Foster.",IA,dummy
"Somehow, this explained the reason for Potterley's rabid, irrational desire to boost the Carthaginians, deify them, most of all disprove the story of their fiery sacrifices to Moloch.",IA,dummy
"By freeing them of the guilt of infanticide by fire, he symbolically freed himself of the same guilt.",IA,dummy
"""I see your position, Dr. Potterley, but this goes above personal feelings.",IA,dummy
"Potterley said, savagely, ""You mean you want the fame and wealth that goes with such a discovery.""",IA,dummy
"""I don't know about the wealth, but that, too, I suppose.",IA,dummy
"""Well, then-"" and the historian got to his feet and stood for a moment, glaring.",IA,dummy
"The man was older than he, smaller, feebler, and he didn't look armed.",IA,dummy
"Foster said, ""If you're thinking of killing me or anything insane like that, I've got the information in a safety-deposit vault where the proper people will find it in case of my disappearance or death.""",IA,dummy
"Potterley said, ""Don't be a fool,"" and stalked out.",IA,dummy
"Foster closed the door, locked it and sat down to think.",IA,dummy
"He had no information in any safety-deposit vault, of course.",IA,dummy
"Feeling even sillier, he spent an hour writing out the equations of the application of pseudo-gravitic optics to neutrinic recording, and some diagrams for the engineering details of construction.",IA,dummy
"He spent a rather restless night and the next morning, on the way to school, dropped the envelope off at the bank, with appropriate instructions to an official, who made him sign a paper permitting the box to be opened after his death.",IA,dummy
"He called Nimmo to tell him of the existence of the envelope, refusing querulously to say anything about its contents.",IA,dummy
"That night and the next, Foster spent in only fitful sleep, finding himself face to face with the highly practical problem of the publication of data unethically obtained.",IA,dummy
"The Proceedings of the Society for Pseudo-Gravities, which was the journal with which he was best acquainted, would certainly not touch any paper that did not include the magic footnote: ""The work described in this paper was made possible by Grant No.",IA,dummy
"Nor, doubly so, would the Journal of Physics.",IA,dummy
"There were always the minor journals who might overlook the nature of the article for the sake of the sensation, but that would require a little financial negotiation on which he hesitated to embark.",IA,dummy
"It might, on the whole, be better to pay the cost of publishing a small pamphlet for general distribution among scholars.",IA,dummy
"In that case, he would even be able to dispense with the services of a science writer, sacrificing polish for speed.",IA,dummy
"He walked down the corridor to his office and wondered anxiously if  perhaps he ought to waste no further time, give himself no further chance to lapse into indecision and take the risk of calling Ralph from his office phone.",IA,dummy
"Potterley said, ""I'm sorry, but I had to stop you.""",IA,dummy
"The stranger said, ""Let me introduce myself.""",IA,dummy
"He had large teeth, a little uneven, and they showed prominently when he smiled.",IA,dummy
"""I am Thaddeus Araman, Department Head of the Division of Chronoscopy.",IA,dummy
"I am here to see you concerning information brought to me by Professor Arnold Potterley and confirmed by our own sources-""  Potterley said breathlessly, ""I took all the blame, Dr. Foster.",IA,dummy
"""He has taken the blame as he says, Dr. Foster, but this thing is out of his hands now.""",IA,dummy
"Foster said, ""So?",IA,dummy
"""That is in my power,"" said Araman.",IA,dummy
"""That, too, is in my power.""",IA,dummy
"""All right, go ahead.",IA,dummy
"I'll leave my office now, with you.",IA,dummy
"If you insist, I'll leave my books.",IA,dummy
"""Not quite,"" said Araman.",IA,dummy
"""You must engage to do no further research in chronoscopy, to publish none of your findings in chronoscopy and, of course, to build no chronoscope.",IA,dummy
"Doing research out of my field may be unethical, but it isn't a criminal offense.""",IA,dummy
"""In the case of chronoscopy, my young friend,"" said Araman patiently, ;""it is a criminal offense.",IA,dummy
"If necessary, you will be put in jail and kept there.""",IA,dummy
"Araman said, ""That's the way it is.",IA,dummy
"My own job is, primarily, to make sure of that, and I intend to do my job.",IA,dummy
"Unfortunately, I had no knowledge, nor did anyone in the department, that the optics of pseudo-gravity fields had such immediate application to chronoscopy.",IA,dummy
"Score one for general ignorance, but henceforward research will be steered properly in that respect, too.""",IA,dummy
"Foster said, ""That won't help.",IA,dummy
"If you want to stop one part, you've got to stop it all.""",IA,dummy
"""No doubt that is true,"" said Araman, ""in theory.",IA,dummy
"On the practical side, however, we have managed quite well to hold chronoscopy down to the original Sterbinski level for fifty years.",IA,dummy
"Having caught you in time, Dr. Foster, we hope to continue doing so indefinitely.",IA,dummy
"And we wouldn't have come this close to disaster, either, if I had accepted Dr. Potterley at something more than face value.""",IA,dummy
"""I'm afraid, sir, that I dismissed you as a history professor and no more on the occasion of our first interview.",IA,dummy
"Had I done my job properly and checked on you, this would not have happened.""",IA,dummy
"Foster said abruptly, ""Is anyone allowed to use the government chrono-scope?""",IA,dummy
"I warn you, though, that any repetition of that fact will be a criminal, not an ethical, offense.""",IA,dummy
"""And your chronoscope doesn't go back more than a hundred twenty-five years or so, does it?""",IA,dummy
"Araman said coolly, ""With the knowledge you now have, it is obvious you know that for a certainty.",IA,dummy
"However, I confirm your remark.",IA,dummy
"""In that case,"" said Foster, ""I will not promise to suppress my knowledge of chronoscopy.",IA,dummy
"If you wish to arrest me, go ahead.",IA,dummy
"Araman said, ""Oh, let's get something straight, Dr. Foster.",IA,dummy
"If you do not co-operate, you will go to jail directly.",IA,dummy
"You will not see a lawyer, you will not be charged, you will not have a trial.",IA,dummy
"""Oh, no,"" said Foster, ""you're bluffing.",IA,dummy
"This is not the twentieth century, you know.""",IA,dummy
"There was a stir outside the office, the clatter of feet, a high-pitched shout that Foster was sure he recognized.",IA,dummy
"The door crashed open, the lock splintering, and three intertwined figures stumbled in.",IA,dummy
"As they did so, one of the men raised a blaster and brought its butt down hard on the skull of another.",IA,dummy
"There was a whoosh of expiring air, and the one whose head was struck went limp.",IA,dummy
"""Put him down in that chair,"" he ordered, ""and get some water.""",IA,dummy
"Ralph Nimmo, rubbing his head with a gingerly sort of disgust, said, ""There was no need to get rough, Araman.""",IA,dummy
"Araman said, ""The guard should have been rough sooner and kept you out of here, Nimrno.",IA,dummy
"""I've had dealings with the man,"" said Nimmo, still rubbing.",IA,dummy
"""If he's here in your office, nephew, you're in trouble.""",IA,dummy
"""And you, too,"" said Araman angrily.",IA,dummy
"Nimmo corrugated his forehead, then straightened it with a wince as though the action had brought pain.",IA,dummy
"Meanwhile, that one item is enough to implicate you.",IA,dummy
"""My dear Dr. Araman,"" said Nimmo, some of his jauntiness restored, ""day before yesterday, my jackass of a nephew called me.",IA,dummy
"""We know all about it, Dr. Foster.",IA,dummy
"""Anyway,"" said Nimmo, ""I decided the net must be closing around him and, after I took care of a few items, I came down to tell him to get off this thing he's doing.",IA,dummy
"""He never told me,"" said Nimmo, ""but I'm a science writer with a hell of a lot of experience.",IA,dummy
"The boy, Foster, specializes in pseudo-gravitic optics and coached me on the stuff himself.",IA,dummy
"He asked me to get him certain pieces of physical equipment, and that was evidence, too.",IA,dummy
"Stop me if I'm wrong, but my nephew has built a semipor-table, low-power chronoscope.",IA,dummy
"Yes, or-yes?""",IA,dummy
"Araman reached thoughtfully for a cigarette and paid no attention to Dr. Potterley (watching silently, as though all were a dream) who shied away, gasping, from the white cylinder.",IA,dummy
"I should have put tabs on you, too, Nimmo, instead of concentrating too hard on Potterley and Foster.",IA,dummy
"I didn't have much time of course and you've ended up safely here, but that doesn't excuse me.",IA,dummy
"You're under arrest, Nimmo.""",IA,dummy
"I can't, not being a registered scientist.",IA,dummy
"And even if I did, it's not a criminal offense.""",IA,dummy
"Foster said savagely, ""No use, Uncle Ralph.",IA,dummy
"""Nuts,"" said Nimmo.",IA,dummy
"""This isn't the twentieth cen-""  ""I tried that,"" said Foster.",IA,dummy
"""Well, nuts,"" shouted Nimmo.",IA,dummy
"""Look here, Araman.",IA,dummy
"My nephew and I have relatives who haven't lost touch with us, you know.",IA,dummy
"The professor has some also, I imagine.",IA,dummy
"So if you're trying to scare us, it isn't working.""",IA,dummy
"He said, ""Damn it, I don't know what to do.",IA,dummy
"""Oh, we'll listen,"" said Nimmo grimly.",IA,dummy
"(Foster sat silently, eyes angry, lips compressed.",IA,dummy
"Araman said, ""The past to you is the dead past.",IA,dummy
"If any of you have discussed the matter, it's dollars to nickels you've used that phrase.",IA,dummy
"If you knew how many times I've heard those three words, you'd choke on them, too.",IA,dummy
"""When people think of the past, they think of it as dead, far away and gone, long ago.",IA,dummy
"When we report time viewing, we always talk of views centuries in the past, even though you gentlemen know seeing more than a century or so is impossible.",IA,dummy
"The past means Greece, Rome, Carthage, Egypt, the Stone Age.",IA,dummy
"""Now you three know a century or a little more is the limit, so what does the past mean to you?",IA,dummy
"""Well,"" said Araman, ""when did it begin?",IA,dummy
"Nimmo said, ""Damnation.""",IA,dummy
"""Damnation,"" mimicked Araman.",IA,dummy
"""After Potterley came to me with his story night before last, how do you suppose I checked up on both of you?",IA,dummy
"I did it with the chronoscope, spotting key moments to the very instant of the present.""",IA,dummy
"People might start out by watching their youth, their parents and so on, but it wouldn't be long before they'd catch on to the possibilities.",IA,dummy
"The housewife will forget her poor, dead mother and take to watching her neighbor at home and her husband at the office.",IA,dummy
"The party line, the prying eye behind the curtain will be nothing compared to it.",IA,dummy
"The figures will be fuzzy, of course, and the surroundings will be dark, but that will make the titillation of it all the greater, perhaps.",IA,dummy
"Hmp, the men in charge of the machine now experiment sometimes in spite of the regulations against it.""",IA,dummy
"""You can, but do you expect it to do good?",IA,dummy
"Can you legislate successfully against drinking, smoking, adultery or gossiping over the back fence?",IA,dummy
"Good Lord, in a thousand years of trying we haven't even been able to wipe out the heroin traffic and you talk about legislating against a device for watching anyone you please at any time you please that can be built in a home workshop.""",IA,dummy
"Foster said suddenly, ""I won't publish.""",IA,dummy
"Potterley burst out, half in sobs, ""None of us will talk.",IA,dummy
"""You said you didn't tab me on the chronoscope, Araman.""",IA,dummy
"""No time,"" said Araman wearily.",IA,dummy
"""It wasn't,"" said Nimmo.",IA,dummy
"""I told you my nephew, Jonas, had called me to say he had put important information in a safety-deposit box.",IA,dummy
"It took a while, then I came here to tell him what I had done.",IA,dummy
"I told you when I got here, just after your man conked me that I had taken care of a few items.""",IA,dummy
"""Don't stare like that,"" cried Nimmo.",IA,dummy
"I was sure he was planning to publish illegally and was preparing the safety-deposit box for that reason, i thought if I put through the details prematurely, all the responsibility would be mine.",IA,dummy
"And if 1 were deprived of my science-writing license as a result, my exclusive possession of the chronometric data would set me up for life.",IA,dummy
"Jonas would be angry, I expected that, but I could explain the motive and we would split the take fifty-fifty.",IA,dummy
"How did I know-""  ""Nobody knew anything,"" said Araman bitterly, ""but you all just took it for granted that the government was stupidly bureaucratic, vicious, tyrannical, given to suppressing research for the hell of it.",IA,dummy
"""Don't sit there talking,"" wailed Potterley.",IA,dummy
"""Get the names of the people who were told-""  ""Too late,"" said Nimmo, shrugging.",IA,dummy
"Once scientists put neutrinics and pseudo-gravities together, home chronoscopy becomes obvious.",IA,dummy
"Before the week is out, five hundred people will know how to build a small chronoscope and how will you catch them all?""",IA,dummy
"""I suppose there's no way of putting the mushroom cloud back into that nice, shiny uranium sphere.""",IA,dummy
"""We'll try, Potterley, but I agree with Nimmo.",IA,dummy
"What kind of a world we'll have from now on, I don't know, I can't tell, but the world we know has been destroyed completely.",IA,dummy
"Until now, every custom, every habit, every tiniest way of life has always taken a certain amount of privacy for granted, but that's all gone now.""",IA,dummy
"Happy goldfish bowl to you, to me, to everyone, and may each of you fry in hell forever.",IA,dummy
"Another, and he was awake.",IA,dummy
"He wasn't in his own home, of course.",IA,dummy
"The call was a hoarse, urgent whisper, and the youngster bounded to the open window.",IA,dummy
"Slim wasn't his real name, but the new friend he had met the day before had needed only one look at his slight figure to say, ""You're Slim.""",IA,dummy
"He added, ""I'm Red.""",IA,dummy
"Red wasn't his real name, either, but its appropriateness was obvious.",IA,dummy
"They were friends instantly with the quick unquestioning friendship of young ones not yet quite in adolescence, before even the first stains of adulthood began to make their appearance.",IA,dummy
"Slim cried, ""Hi, Red!""",IA,dummy
"and waved cheerfully, still blinking the sleep out of himself.",IA,dummy
"Red kept to his croaking whisper, ""Quiet!",IA,dummy
"Slim noticed all at once that the sun scarcely topped the low hills in the east, that the shadows were long and soft, and that the grass was wet.",IA,dummy
"Slim said, more softly, ""What's the matter?""",IA,dummy
"Slim dressed quickly, gladly confining his morning wash to the momentary sprinkle of a little lukewarm water.",IA,dummy
"He let the air dry the exposed portions of his body as he ran out, while bare skin grew wet against the dewy grass.",IA,dummy
"Red said, ""You've got to be quiet.",IA,dummy
"He mimicked voice and tone faithfully, so that Slim laughed and thought that there had never been so funny a fellow as Red.",IA,dummy
"Slim said, eagerly, ""Do you come out here every day like this, Red?",IA,dummy
"It's like the whole world is just yours, isn't it, Red?",IA,dummy
"He said carelessly, ""I've been up for hours.",IA,dummy
"I heard it, and then I went to the window and it wasn't raining.",IA,dummy
"Slim had never seen it so, but he nodded.",IA,dummy
"""So I just thought I'd go out,"" said Red.",IA,dummy
"Red said, ""Can you keep a secret?""",IA,dummy
"""Sure, Red.",IA,dummy
"Red broke a long, supple stem from a fern they passed, methodically stripped it of its leaflets and swung what was left whip-fashion.",IA,dummy
"For a moment, he was on a wild charger, which reared and champed under his iron control.",IA,dummy
"Then he got tired, tossed the whip aside and stowed the charger away in a corner of his imagination for future use.",IA,dummy
"He said, ""There'll be a circus around.""",IA,dummy
"Slim said, ""That's no secret.",IA,dummy
"""Oh, sure.",IA,dummy
"""Say, there isn't anything I like better.""",IA,dummy
"I mean, for good?""",IA,dummy
"Slim considered, ""I guess not.",IA,dummy
"Slim felt the doors of the new, private world closing on him and astronomy became a thing of dead stars and black, empty space.",IA,dummy
"He said, placatingly, ""A circus would be more fun.""",IA,dummy
"""No, I'm not.",IA,dummy
"Red whirled at him, strange and intense.",IA,dummy
"Slim stepped back a bit, surprised by the unexpected challenge.",IA,dummy
"Otherwise—Well, I guess I can do it on my own.",IA,dummy
"The world was strange and glamorous, and Slim said, ""Sure thing, Red.",IA,dummy
"What is it, huh, Red?",IA,dummy
"Finally, he said, ""Acrobats?""",IA,dummy
"""Animals, that's what!",IA,dummy
" That discovery enabled mankind, three hundred years ago, to formulate a general theory of the Library and thereby satisfactorily solve the riddle that no conjecture had been able to divine—the formless and chaotic nature of virtually all books.",LB,dummy
"One book, which my father once saw in a hexagon in circuit 15-94, consisted of the letters M C V perversely repeated from the first line to the last.",LB,dummy
"This much is known: For every rational line or forthright statement there are leagues of senseless cacophony, verbal nonsense, and incoherency.",LB,dummy
"(I know of one semi-barbarous zone whose librarians repudiate the ""vain and superstitious habit"" of trying to find sense in books, equating such a quest with attempting to find meaning in dreams or in the chaotic lines of the palm of one's hand....",LB,dummy
"They will acknowledge that the inventors of writing imitated the twenty-five natural symbols, but contend that that adoption was fortuitous, coincidental, and that books in themselves have no meaning.",LB,dummy
"That argument, as we shall see, is not entirely fallacious.)",LB,dummy
"It is true that the most ancient peoples, the first librarians, employed a language quite different from the one we speak today; it is true that a few miles to the right, our language devolves into dialect and that ninety floors above, it becomes incomprehensible.",LB,dummy
"All of that, I repeat, is true—but four hundred ten pages of unvarying M C V's cannot belong to any language, however dialectal or primitive it may be.",LB,dummy
"Some have suggested that each letter influences the next, and that the value of M C V on page 71, line 3, is not the value of the same series on another line of another page, but that vague thesis has not met with any great acceptance.",LB,dummy
"Others have mentioned the possibility of codes; that conjecture has been universally accepted, though not in the sense in which its originators formulated it.",LB,dummy
"Some five hundred years ago, the chief of one of the upper hexagons2 [ 2 In earlier times, there was one man for every three hexagons.",LB,dummy
"An unspeakably melancholy memory: I have sometimes traveled for nights on end, down corridors and polished staircases, without coming across a single librarian.]",LB,dummy
"came across a book as jumbled as all the others, but containing almost two pages of homogeneous lines.",LB,dummy
"He showed his find to a traveling decipherer, who told him that the lines were written in Portuguese; others said it was Yiddish.",LB,dummy
"Within the century experts had determined what the language actually was: a Samoyed-Lithuanian dialect of Guaraní, with inflections from classical Arabic.",LB,dummy
"The content was also determined: the rudiments of combinatory analysis, illustrated with examples of endlessly repeating variations.",LB,dummy
"This philosopher observed that all books, however different from one another they might be, consist of identical elements: the space, the period, the comma, and the twenty-two letters of the alphabet.",LB,dummy
"He also posited a fact which all travelers have since confirmed: In all the Library, there are no two identical books.",LB,dummy
"From those incontrovertible premises, the librarian deduced that the Library is ""total""— perfect, complete, and whole—and that its bookshelves contain all possible combinations of the twenty-two orthographic symbols (a number which, though unimaginably vast, is not infinite)—that is, all that is able to be expressed, in every language.",LB,dummy
"All —the detailed history of the future, the autobiographies of the archangels, the faithful catalog of the Library, thousands and thousands of false catalogs, the proof of the falsity of those false catalogs, a proof of the falsity of the true catalog, the gnostic gospel of Basilides, the commentary upon that gospel, the commentary on the commentary on that gospel, the true story of your death, the translation of every book into every language, the interpolations of every book into all books, the treatise Bede could have written (but did not) on the mythology of the Saxon people, the lost books of Tacitus.",LB,dummy
"When it was announced that the Library contained all books, the first reaction was unbounded joy.",LB,dummy
"There was no personal problem, no world problem, whose eloquent solution did not exist—somewhere in some hexagon.",LB,dummy
"Thousands of greedy individuals abandoned their sweet native hexagons and rushed downstairs, up-stairs, spurred by the vain desire to find their Vindication.",LB,dummy
"These pilgrims squabbled in the narrow corridors, muttered dark imprecations, strangled one another on the divine staircases, threw deceiving volumes down ventilation shafts, were themselves hurled to their deaths by men of distant regions.",LB,dummy
"The Vindications do exist (I have seen two of them, which refer to persons in the future, persons perhaps not imaginary), but those who went in quest of them failed to recall that the chance of a man's finding his own Vindication, or some perfidious version of his own, can be calculated to be zero.",LB,dummy
"In all likelihood those profound mysteries can indeed be explained in words; if the language of the philosophers is not sufficient, then the multiform Library must surely have produced the extraordinary language that is required, together with the words and grammar of that language.",LB,dummy
"For four centuries, men have been scouring the hexagons....",LB,dummy
"There are official searchers, the ""inquisitors.""",LB,dummy
"I have seen them about their tasks: they arrive exhausted at some hexagon, they talk about a staircase that nearly killed them—rungs were missing—they speak with the librarian about galleries and staircases, and, once in a while, they take up the nearest book and leaf through it, searching for disgraceful or dishonorable words.",LB,dummy
"Clearly, no one expects to discover anything.",LB,dummy
"That unbridled hopefulness was succeeded, naturally enough, by a similarly disproportionate depression.",LB,dummy
"The certainty that some bookshelf in some hexagon contained precious books, yet that those precious books were forever out of reach, was almost unbearable.",LB,dummy
"One blasphemous sect proposed that the searches be discontinued and that all men shuffle letters and symbols until those canonical books, through some improbable stroke of chance, had been constructed.",LB,dummy
"The sect disappeared, but in my childhood I have seen old men who for long periods would hide in the latrines with metal disks and a forbidden dice cup, feebly mimicking the divine disorder.",LB,dummy
"Others, going about it in the opposite way, thought the first thing to do was eliminate all worthless books.",LB,dummy
"They would invade the hexagons, show credentials that were not always false, leaf disgustedly through a volume, and condemn entire walls of books.",LB,dummy
"It is to their hygienic, ascetic rage that we lay the senseless loss of millions of volumes.",LB,dummy
"Their name is execrated today, but those who grieve over the ""treasures"" destroyed in that frenzy overlook two widely acknowledged facts: One, that the Library is so huge that any reduction by human hands must be infinitesimal.",LB,dummy
"And two, that each book is unique and irreplaceable, but (since the Library is total) there are always several hundred thousand imperfect facsimiles—books that differ by no more than a single letter, or a comma.",LB,dummy
"Despite general opinion, I daresay that the consequences of the depredations committed by the Purifiers have been exaggerated by the horror those same fanatics inspired.",LB,dummy
"They were spurred on by the holy zeal to reach—someday, through unrelenting effort—the books of the Crimson Hexagon— books smaller than natural books, books omnipotent, illustrated, and magical.",LB,dummy
"On some shelf in some hexagon, it was argued, there must exist a book that is the cipher and perfect compendium of all other books, and some librarian must have examined that book; this librarian is analogous to a god.",LB,dummy
"For a hundred years, men beat every possible path— and every path in vain.",LB,dummy
"Someone proposed searching by regression: To locate book A, first consult book B, which tells where book A can be found; to locate book B, first consult book C, and so on, to infinity....",LB,dummy
"I cannot think it unlikely that there is such a total book3 3 I repeat: In order for a book to exist, it is sufficient that it be possible.",LB,dummy
"For example, no book is also a staircase, though there are no doubt books that discuss and deny and prove that possibility, and others whose structure corresponds to that of a staircase on some shelf in the universe.",LB,dummy
